dependency,restimulus,num_obs_train,num_subj_train,num_subj_rerep_train,num_obs_test,num_subj_test,num_subj_rerep_test,num_coeffs_glm,wmae_glm_train,wwmape_glm_train,wmae_glm_test,wwmape_glm_test,num_coeffs_lme,subj_intercept_mean,subj_intercept_var,rand_eff_var,rand_eff_ICC,x_joint_poly_stand_est,x_joint_poly_stand_t_val,y_joint_scale,y_joint_center,x_joint_poly_scale,x_joint_poly_center,wmae_lme_train,wwmape_lme_train,wmae_lme_test,wwmape_lme_test,x_joint_scaled_stand_est,x_joint_scaled_stand_t_val,x_joint_scaled_scale,x_joint_scaled_center,x_joint_exp_stand_est,x_joint_exp:x_joint_weight_exp_stand_est,x_joint_exp_stand_t_val,x_joint_exp:x_joint_weight_exp_stand_t_val,x_joint_exp_scale,x_joint_exp:x_joint_weight_exp_scale,x_joint_exp_center,x_joint_exp:x_joint_weight_exp_center,x_joint_poly:x_joint_height_exp_stand_est,x_joint_poly:x_joint_height_exp_stand_t_val,x_joint_poly:x_joint_height_exp_scale,x_joint_poly:x_joint_height_exp_center,x_joint_poly:x_joint_weight_exp_stand_est,x_joint_poly:x_joint_weight_exp_stand_t_val,x_joint_poly:x_joint_weight_exp_scale,x_joint_poly:x_joint_weight_exp_center,x_joint_exp:x_joint_height_exp_stand_est,x_joint_exp:x_joint_height_exp_stand_t_val,x_joint_exp:x_joint_height_exp_scale,x_joint_exp:x_joint_height_exp_center,x_joint_height_stand_est,x_joint_height_stand_t_val,x_joint_height_scale,x_joint_height_center,x_joint_scaled:x_joint_height_exp_stand_est,x_joint_scaled:x_joint_height_exp_stand_t_val,x_joint_scaled:x_joint_height_exp_scale,x_joint_scaled:x_joint_height_exp_center,x_joint_weight_stand_est,x_joint_weight_stand_t_val,x_joint_weight_scale,x_joint_weight_center,x_joint_scaled:x_joint_height_poly_stand_est,x_joint_scaled:x_joint_height_poly_stand_t_val,x_joint_scaled:x_joint_height_poly_scale,x_joint_scaled:x_joint_height_poly_center,x_joint_scaled:x_joint_weight_poly_stand_est,x_joint_scaled:x_joint_weight_poly_stand_t_val,x_joint_scaled:x_joint_weight_poly_scale,x_joint_scaled:x_joint_weight_poly_center,x_joint_scaled:x_joint_poly_stand_est,x_joint_scaled:x_joint_poly_stand_t_val,x_joint_scaled:x_joint_poly_scale,x_joint_scaled:x_joint_poly_center,x_joint_weight_exp:x_joint_weight_poly_stand_est,x_joint_weight_exp:x_joint_weight_poly_stand_t_val,x_joint_weight_exp:x_joint_weight_poly_scale,x_joint_weight_exp:x_joint_weight_poly_center,x_joint_weight_exp_stand_est,x_joint_weight_exp_stand_t_val,x_joint_weight_exp_scale,x_joint_weight_exp_center,x_joint_height:x_joint_weight_exp_stand_est,x_joint_height:x_joint_weight_exp_stand_t_val,x_joint_height:x_joint_weight_exp_scale,x_joint_height:x_joint_weight_exp_center,x_joint_weight_exp:x_joint_poly_stand_est,x_joint_weight_exp:x_joint_poly_stand_t_val,x_joint_weight_exp:x_joint_poly_scale,x_joint_weight_exp:x_joint_poly_center,x_joint_poly:x_joint_weight_poly_stand_est,x_joint_poly:x_joint_weight_poly_stand_t_val,x_joint_poly:x_joint_weight_poly_scale,x_joint_poly:x_joint_weight_poly_center
MCP3_f - PIP3,22,381507,26,97,97113,23,24,6,10.483660037508873,0.44863961924052886,9.74567109340528,0.412697189146145,2,-0.12376005478887286,0.940198508672768,0.9193738184609388,0.7931998167147806,0.9000005612384354,888.796401724765,15.445656555574336,21.559948085136188,1843.9428833156653,3322.255967810859,5.598265057696259,0.23957315430930495,6.065885718949622,0.25687035422180826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP3_f - PIP3,23,269620,22,62,50781,15,15,5,11.560351648163756,0.38774164465010735,10.05382820763873,0.2943512823919498,4,-0.01839509443261935,0.43498555043346104,0.4353574712536555,0.7125829850960613,1.0942515955038616,205.25308875592472,18.34885811625985,28.96381799446231,2082.253026826571,4178.349947236195,5.638219588604303,0.1891095186997305,8.041922039854349,0.2354476341189808,-0.31376575153360275,-57.048234448752986,18.38327174696702,61.97101355088833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4890918209717349,4.135407199190969,8.22704564536165,178.01219494102813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP3_f - DIP3,2,548307,32,119,153742,27,29,4,11.861129853660044,0.34622378026167694,11.91663271486271,0.3478583679316824,2,0.00777923549399855,0.40663783580377993,0.3940098401055353,0.5700336982553671,0.5633977207280086,672.7487696028745,17.987518259268963,32.37722398478246,2386.5669150226813,3103.9536007893835,7.609717646904201,0.2221259899302236,7.616985172967541,0.2223473773361856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP3_f - DIP3,3,506814,34,116,120079,26,29,4,10.722475431099946,0.3712364743797067,9.701661059398493,0.32213719336686086,2,0.00797353240334794,0.5019355595879311,0.48728922086752935,0.6397881255152384,NA,NA,16.26008874766142,26.667762052389296,NA,NA,6.386755409372837,0.22112399101649127,6.823326092625988,0.22656399800486185,0.6006495217963661,668.0073237153877,20.7407041360686,53.84233135465837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP3_f - DIP3,8,384521,27,85,86599,21,21,4,9.839243562255096,0.4279841615571467,11.442396252022236,0.4366544432425679,2,0.08070482572066086,0.38029338504966703,0.3727642636959972,0.5478164820065468,NA,NA,16.338941184606444,21.93529516783912,NA,NA,6.445007567721105,0.2803428071119303,8.431534151735876,0.3217566294347007,0.573019167621484,547.6254129494616,23.710030940431395,52.073746253257575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP3_f - DIP3,23,216826,28,84,59656,20,21,8,16.910531197896987,0.38004930180137486,17.392020161818852,0.363878919553156,3,0.12707368728695573,0.17181987254507913,0.18189192734257872,0.30017962627160216,0.3499788522570505,37.959316859820035,28.39165010124197,41.40901777772237,2099.480956587916,3506.5375910451853,15.116239125507686,0.3397241670460515,16.099421889308342,0.3368349500521334,0.5021556711268775,55.28436616751372,18.57524640995756,56.22721230130124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP3 - DIP3,2,380151,29,96,92699,22,23,5,11.284339321049426,0.31785235855502303,11.103251983788535,0.3053428266487048,2,0.2391939110843113,0.5914934372730155,0.6283401510747345,0.7057326238364209,NA,NA,17.303541814959868,30.285416337595077,NA,NA,6.832532110746271,0.19245579067731047,6.61755452104386,0.18198477400203905,0.6189573002177357,730.2224161671782,19.48964781878979,18.931542282928792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP3 - DIP3,3,357639,29,91,64512,21,22,5,10.092196057113393,0.3265434106098819,12.210481190983389,0.4005371169089585,2,0.18451529249317192,0.7026363404718983,0.7124741722686426,0.7909532568977388,NA,NA,15.4779377845331,27.345536934690436,NA,NA,5.150162852528679,0.166638829997329,5.402178510473417,0.17720620275066257,0.6456958932867948,900.647068301846,21.003704862126614,20.825067956823265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP3 - DIP3,8,499832,33,112,117369,24,28,4,11.926326538237342,0.4258840366053793,10.696950522954278,0.37961260253052104,2,0.24599348538257104,0.5906840144257078,0.6332587116827282,0.6254121031734261,NA,NA,16.28121539035034,24.93011167728232,NA,NA,7.332573779954381,0.26184308387847277,7.265850892488154,0.25784998827258077,0.5110746059502174,562.5243567975675,24.127996856136686,27.346123295302473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,1,274762,16,48,55333,12,12,12,13.43567500029536,0.5916039624162721,14.465811128394224,0.6246422710468493,2,-0.04106134600887259,1.0924482406184175,1.025940282219247,0.7240045482386142,NA,NA,22.818478130365087,23.588965613821788,NA,NA,10.760081529877237,0.4737913702778296,13.00324985751591,0.5614880112768333,0.9279158853084905,554.1173251912857,15.806009856214107,36.815000789270094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,2,385053,24,85,82835,20,21,9,16.69732564571148,0.40108498116470687,17.472062251563987,0.3937882525339938,2,-0.10291675993080472,0.512733785705082,0.5019789298554148,0.7580938105479826,1.0618277517182813,1329.4822735923938,37.3505771876294,39.12429031655224,2500.377415748493,3476.651432957583,11.56376968386971,0.27777228786569913,13.550133544735813,0.3053951693484913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,3,463959,29,92,105103,20,22,5,18.42080712691791,0.48712338030080254,19.76562980626923,0.4694726667812216,2,-0.25377394189457875,0.9135992709765168,0.946538726887732,0.8347224744519443,1.0735131254949777,1272.6890898090217,33.616187866375924,38.721195525741344,2126.5911715031257,3322.5324204883973,11.11042113022937,0.29380612153601815,12.270552707459046,0.2914498125743087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,4,431556,40,108,108454,25,26,4,17.91212732887312,0.638211251518388,16.870937974786166,0.6662230222711562,2,-0.241312786914444,0.34807006866836937,0.3976809148969531,0.4066441827017078,NA,NA,23.91950777935715,31.227894599300697,NA,NA,14.230559874028124,0.5070365602175637,15.889250000576745,0.6274567645750816,0.422941603149914,289.33695345656656,17.155120899087375,57.04405398293469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,5,269703,18,64,97620,15,16,8,16.030065595903533,0.5635737840711461,14.22857744221039,0.5565396819561659,3,-0.15455919527308912,0.5072638799081088,0.5029672595941873,0.6933520181271354,0.29942573930074584,63.03275792002335,32.47294995899103,29.55436698339347,1211.5554149538923,2029.9784141910743,12.167798561395491,0.4277869131623217,11.39392964518442,0.44566464966133507,0.4744882945989438,97.746976441728,14.323858846610692,42.717750908375415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,7,354572,19,56,65003,14,14,5,12.937029391876608,0.5777945727226569,9.938681858691714,0.6598919413082799,2,-0.8158145755121587,1.914089698494584,2.479085637440943,0.9338898597427682,NA,NA,21.527429413128875,25.852826257020872,NA,NA,6.507050784145644,0.29061838801037815,10.695898044962036,0.7101683125869306,0.9812605547689656,684.0185617758251,14.01204221276311,42.38171649375666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,8,331011,35,108,87948,24,26,10,26.670080168537385,0.5924222849983036,26.838692353635984,0.5991040463996296,2,0.02699328775496068,1.5071771863931855,1.4648820810452403,0.8892744576421993,NA,NA,38.598142493517685,40.79408436458572,NA,NA,13.049205419497474,0.2898618992960792,15.621195279359112,0.3487025812639846,1.2213417956946384,1114.722286950002,22.790711282307,55.30767673347794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,9,507003,30,82,117484,18,20,13,16.320601745728826,0.40791788106349014,17.249222597745185,0.417439895860431,2,-0.09270573058349442,0.967739384928189,0.9441016713374504,0.9064221659566364,NA,NA,30.813278618803075,38.94026604050572,NA,NA,7.285328960916512,0.18208985176452083,8.16119563674753,0.19750505493191503,0.9577993183675396,1592.7044154027917,20.174938475561557,57.83909603271633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,10,382803,19,57,91037,12,14,7,18.05786663762366,0.6172207144360838,18.912129597250456,0.5817892470070767,3,-0.12351938127631092,1.1124476389944506,1.069190565065651,0.7381430585482716,0.8791188239697183,160.13603002282557,27.773658028026492,27.229026240911043,1623.882609400838,2104.361341852877,12.700484318708805,0.43410454635572093,13.81197921750334,0.424894560250736,0.3037651163418486,62.21138859242682,17.9579483236127,42.21225267973309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,11,330499,24,61,91560,15,15,6,16.63032525888394,0.4505940530600983,19.91104829085629,0.47400908412134246,3,-0.3634454706598166,0.8709003807926339,0.966752156138117,0.8436731125927379,0.4817068520757547,107.58233148618004,29.953681506225912,40.03037964298863,2194.862322851087,3530.8167452342673,9.45855093138375,0.2562768156305797,10.819197741440748,0.2575654449446105,0.4526833372035962,96.466139017892,20.850230673994243,55.64248324308093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,12,179659,14,35,24927,8,8,8,12.196055918352847,0.46059126487570495,14.894489205756331,0.7012377967710227,4,0.1895039231682884,1.4212256716469691,1.355648084441922,0.8795896261829068,-0.4902094801526131,-68.24895076484758,26.88697357899627,32.41785516442186,1844.765534428837,3449.094608419789,8.610190774826023,0.32516894694049964,12.587041798315836,0.5926023602813147,1.3075801874895865,182.4426384693415,16.541183879811886,56.35144512094589,NA,NA,NA,NA,NA,NA,NA,NA,0.493734410163558,112.19890506386044,1536179484643632e71,38569742447372176e69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,13,285500,20,49,62415,12,12,7,18.282510611132818,0.4788053921468412,17.722155163710454,0.49780521245642995,4,-0.23871338140008935,1.50066858198362,1.4827650543183803,0.9131881056633352,0.4511632056962273,92.4727136595047,30.60506858992049,39.82134344830952,2175.2301587022407,3649.02025865281,8.159407323277163,0.21368882568724296,18.51085581089317,0.5199593629876972,0.8170364839172812,156.517771301634,19.71542544047104,57.09924360110331,NA,NA,NA,NA,NA,NA,NA,NA,0.3447502232727004,154.22553497685252,23570097192945082e70,8792778203914106e70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,16,376601,18,55,90430,11,13,4,17.480908650769347,0.5602862371723825,19.27870947712593,0.5955233793668259,3,-0.1908725737812022,0.960526170710034,0.9435944384062684,0.8130821361243089,0.7573355769456788,157.819245940626,28.25816032546378,32.40981602176252,1761.65466540725,2623.4678682258723,9.729271380994884,0.31183601272618405,16.284837570788838,0.5030420482295582,0.349250030492411,74.29062109966875,19.11113115677398,47.520874402254655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,17,239963,14,36,68579,7,8,4,14.270951036958802,0.5337125906219468,13.17452471796406,0.5265298147830669,3,-0.4097821653697976,1.738965704207825,1.782728782525757,0.9264899479548376,0.5771325934653143,120.49667626402427,20.51222798275762,27.03050936327138,2025.4693834669115,2868.3203420335767,5.828445887109736,0.21797530841869345,6.119850911507671,0.2445844564352585,0.6108834745337546,124.94343429792566,19.683221802242542,49.80856087114574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,19,206462,12,36,55700,7,8,13,6.901271308756244,0.4238951839345672,7.185656002284044,0.3773388031815728,2,-0.2384300474511181,2.5098134237230423,2.3576392512900384,0.9393866020485174,NA,NA,13.893317063330729,14.755444318332517,NA,NA,3.9363986015134502,0.2417844965914024,14.514070028091796,0.7621742276492021,1.219886782777007,766.7146375238049,16.803471925190557,32.92430972919708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,20,316879,19,55,67502,13,13,4,21.00695817943186,0.6133444177928107,23.9842702958612,0.67856074525538,3,-0.21411664109101144,0.7270040852301738,0.734576885935159,0.726795858247287,0.35615769177141854,94.25180113755512,34.87845075281929,34.17813623904212,1234.6348716662449,1246.720935332503,14.28180242337449,0.41698868144428736,18.355861725597897,0.5193223332909064,0.63218997055084,175.47643495461926,17.304770721920594,30.77769956654101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,21,584812,34,106,133720,24,26,8,17.250160687248233,0.4540130573858455,16.945054679142697,0.4121812638348143,2,-0.19100929565947097,0.9671584121895718,0.975214360121105,0.8731291855174593,NA,NA,29.79461126496458,41.05428010905055,NA,NA,8.15248304044309,0.21456807374634737,11.109829075527443,0.2702418774119499,0.8865548760211606,1371.1842931736155,16.251017470653817,54.34605289436941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,22,641664,35,116,159658,23,29,11,16.94925067684698,0.3819347858150936,18.22181816736922,0.3780130992037217,3,0.08099425454928795,1.2105793056446226,1.1826021995621565,0.862271547703116,0.46037494388846834,143.68758214737298,29.81962092548747,42.82126790628182,2163.6715289271883,3847.386124475134,9.696868785507812,0.2185094535022216,13.028557952943324,0.2702784938753697,0.6528901344514797,197.9791232835503,19.89910560953473,58.7487220075574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - DIP4,12,148728,12,37,40801,9,9,7,13.180391690944232,0.2719070135895019,13.746571450380548,0.2984158490620793,2,-0.44566824515316267,2.244399177554796,2.2559962967922425,0.8389338690954842,NA,NA,20.277767354675134,45.51003431627308,NA,NA,10.623859448581344,0.21916661986935396,8.526218958527641,0.18509043356609384,-1.384521003326592,-370.888454235186,20.23424650889069,52.24123936777679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - DIP4,17,272789,14,44,52793,11,11,7,8.437419159117912,0.44860724492919446,9.683929299008105,0.4987395484426851,2,-0.05941382841719231,0.417622630766747,0.3913833675517483,0.4324208552774602,-0.6949884056689991,-367.5110178291764,12.754771326186937,19.869616852522753,2051.760446919724,3312.469563477452,7.001557465777512,0.37226423693098254,10.24551740640232,0.5276623328253903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC5 - MCP5_f,1,402294,18,60,82973,15,15,10,13.559273055320682,0.31138859192622054,15.831814158927989,0.3734194352880601,3,0.0581784853999974,0.748283967707935,0.7101066111342997,0.6065112010184301,-0.7046181487422655,-167.53569383840326,19.267849077199234,43.539490753873835,20.30225904251736,17.715617825369765,10.083628782647036,0.23157045037182555,13.381447645499742,0.3156235017009325,1.3868320434791754,316.509318953446,2.247032065620909,3.558999476305743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
